,show_sea_ep,ep_title,airdate,synopsis,IMDB_ID,IMDB_user_rating,num_IMDB_usr_rtgs,season,episode,series,year
93,Star Trek: Voyager - Season 4 - 2,The Gift,1997-09-10,"Seven of Nine, the Borg drone that Voyager severed from the collective, tries to resist as her natural human physiology tries to regenerate. It's up to Captain Janeway to convince her to embrace her humanity and join the Voyager crew. Meanwhile, Kes' telekinetic powers grow to such a point that she can no longer control them. In order to prevent Voyager from being destroyed, she decides she must leave the ship.",https://www.imdb.com/title/tt0708982,8.0,1154,4,2,VOY,1997
94,Star Trek: Voyager - Season 4 - 3,Day of Honor,1997-09-17,"The Klingon holiday known as Day Of Honor comes around again and this year B'Elanna Torres decides to embrace her Klingon heritage and participate in a series of ritual endurance tests. But blood pie and painstiks are the last thing on her mind when an emergency necessitates ejecting Voyagers warp core. Torres and Tom Paris are sent in a shuttlecraft to retrieve it but the Caatati decide they want the core and destroy the shuttle. Paris and Torres don EV suits and beam off in time, only to find themselves adrift in space with little oxygen. Accepting her impending ...",https://www.imdb.com/title/tt0708873,7.5,1012,4,3,VOY,1997
95,Star Trek: Voyager - Season 4 - 4,Nemesis,1997-09-24,"Commander Chakotay's shuttle is hit by enemy cross-fire and crashes on a planet in the midst of a war. One side befriends him and attempts to help him locate his shuttle and he finds himself quickly taking sides. When he is captured by the other side, he is reminded that every army has its own story.",https://www.imdb.com/title/tt0708935,7.0,1082,4,4,VOY,1997
96,Star Trek: Voyager - Season 4 - 5,Revulsion,1997-10-01,"Voyager receives a distress call from a lone survivor on a damaged ship. When learning the survivor is a hologram, The Doctor insists on joining B'Elanna Torres who lends aid in fixing the ship. Once on the ship, Dejaren (guest star Leland Orser) expresses his hatred of ""organics,"" and Torres discovers that the crew were not killed by a virus but instead brutally murdered, Dejaren turns on her and nearly kills her too.",https://www.imdb.com/title/tt0708963,7.4,1022,4,5,VOY,1997
97,Star Trek: Voyager - Season 4 - 6,The Raven,1997-10-08,Janeway is trying to gain passage through a region of space owned by a cautious and xenophobic race of aliens. Negotiations are disrupted when Seven of Nine believes that she is being contacted by the Borg and forcefully leaves Voyager to rejoin the collective and heads into the alien territory.,https://www.imdb.com/title/tt0708988,7.6,1016,4,6,VOY,1997
98,Star Trek: Voyager - Season 4 - 7,Scientific Method,1997-10-29,A string of bizarre illnesses afflicts the Voyager crew. The Doctor and Seven of Nine uncover a team of alien researchers existing out of phase performing medical experiments on the ship's crew.,https://www.imdb.com/title/tt0708967,8.1,1098,4,7,VOY,1997
99,Star Trek: Voyager - Season 4 - 8,Year of Hell,1997-11-05,Voyager comes across a Krenim timeship that is wiping whole species from existence by changing the existing timeline.,https://www.imdb.com/title/tt0709014,8.9,1409,4,8,VOY,1997
100,Star Trek: Voyager - Season 4 - 9,Year of Hell: Part II,1997-11-12,"A year after Voyager encounters the Krenim time ship, a badly damaged Voyager with a skeleton crew leads an armada of interplanetary ships against them.",https://www.imdb.com/title/tt0709015,8.7,1328,4,9,VOY,1997
101,Star Trek: Voyager - Season 4 - 10,Random Thoughts,1997-11-19,"Voyager visits a planet with a telepathic races that outlaws negative thoughts. When B'Elanna is charged with releasing an angry thought into the society and condemned to a dangerous neurological procedure, Tuvok uncovers a black market dealing in violent thoughts.",https://www.imdb.com/title/tt0708953,6.9,970,4,10,VOY,1997
102,Star Trek: Voyager - Season 4 - 11,Concerning Flight,1997-11-26,"While Janeway is visiting her da Vinci holodeck program, Voyager is mugged by transporter. They steal everything from the main computer core, to the emergency rations, even the dirty laundry! They track the property to a trade outpost. When they take a team to recover the gear, Janeway is shocked to find her holodeck character da Vinci (guest star John Rhys-Davies) - wearing The Doctor's mobile emitter living there. He believes it is America, and tells her he has been hired by the Prince as an inventor. With da Vinci's help, she gets the computer back, but the 'Prince...",https://www.imdb.com/title/tt0708868,6.9,976,4,11,VOY,1997
103,Star Trek: Voyager - Season 4 - 12,Mortal Coil,1997-12-17,"Neelix experiences a crisis of faith when, after being dead for nearly nineteen hours, Seven of Nine revives him using her Borg technology. On awakening, Neelix has no memory of experiencing the Talaxian afterlife and begins to doubt everything his culture believes about the post-thanatic experience and their spiritual place in the universe. His crisis is played out with the help of Chakotay's vision quest.",https://www.imdb.com/title/tt0708932,6.9,1002,4,12,VOY,1997
104,Star Trek: Voyager - Season 4 - 13,Waking Moments,1998-01-14,"The Voyager crew are assaulted in the form of nightmares. An alien species, functioning only in a dream world, disables the crew and traps them in a shared dream. Chakotay strives to stay awake and help The Doctor disable the aliens' hold on the crew, all while wondering if he is still dreaming.",https://www.imdb.com/title/tt0709008,7.7,1000,4,13,VOY,1998
105,Star Trek: Voyager - Season 4 - 14,Message in a Bottle,1998-01-21,"Using an alien communications net, Voyager sends their Doctor to the Federation ship USS Prometheus only to find that it has been taken over by Romulans.",https://www.imdb.com/title/tt0708931,8.8,1448,4,14,VOY,1998
106,Star Trek: Voyager - Season 4 - 15,Hunters,1998-02-11,Voyager starts to receive news from home both good and bad. They also encounter the Hirogen race who only live to hunt and have their sights on Voyager.,https://www.imdb.com/title/tt0708910,7.8,983,4,15,VOY,1998
107,Star Trek: Voyager - Season 4 - 16,Prey,1998-02-18,"Helping a wounded Hirogen, Janeway finds that their prey has boarded Voyager, a member of species 8472.",https://www.imdb.com/title/tt0708947,8.1,1013,4,16,VOY,1998
108,Star Trek: Voyager - Season 4 - 17,Retrospect,1998-02-25,Seven of Nine claims to have been assaulted by the arms trader who just sold new technology to Voyager.,https://www.imdb.com/title/tt0708962,6.8,986,4,17,VOY,1998
109,Star Trek: Voyager - Season 4 - 18,The Killing Game,1998-03-04,"After Voyager is captured by the Hirogens, the ship is turned into a massive holodeck so that the Hirogens can hunt members of the crew who have been fitted with new identities in various scenarios based upon Federation history.",https://www.imdb.com/title/tt0394913,7.8,1107,4,18,VOY,1998
110,Star Trek: Voyager - Season 4 - 19,The Killing Game: Part II,1998-03-04,Janeway and the crew must retake Voyager from the Hirogens.,https://www.imdb.com/title/tt0708985,7.8,1054,4,19,VOY,1998
111,Star Trek: Voyager - Season 4 - 20,Vis À Vis,1998-04-01,"Bored with his daily routine, Tom Paris finds a refreshing friendship with a visiting alien willing to share a new method of propulsion with Voyager. Unwittingly, Tom finds trouble when his new friend swaps bodies and delivers him to authorities ready to charge Tom with the aliens' crimes. Meanwhile, the alien in Tom's body makes waves in Tom's personal and professional relationships on Voyager.",https://www.imdb.com/title/tt0709007,6.7,902,4,20,VOY,1998
112,Star Trek: Voyager - Season 4 - 21,The Omega Directive,1998-04-15,"Voyager's sensors detect a rare particle theoretically capable of damaging subspace and nullifying warp travel. Under a classified directive known only to Starfleet Captains and above, Janeway leads Voyager on a mission to destroy all traces of the particle. Seven of Nine is hesitant to destroy the Omega particle, remembering the Borg revered it as the embodiment of perfection.",https://www.imdb.com/title/tt0708986,7.5,1047,4,21,VOY,1998
113,Star Trek: Voyager - Season 4 - 22,Unforgettable,1998-04-22,"An alien woman requests asylum aboard Voyager, stating she has been aboard recently and she and Chakotay fell in love. She claims her race wants to keep themselves concealed from other races and have ways to forget contact with her species. Once an agent charged with returning fugitives to her homeworld, she is now being hunted by her former colleagues for revealing her race's secrets.",https://www.imdb.com/title/tt0709002,6.4,990,4,22,VOY,1998
114,Star Trek: Voyager - Season 4 - 23,Living Witness,1998-04-29,"When The Doctor's back-up module is found, his program is brought on-line for the first time in seven hundred years. In the future, Kyrian Museum of Heritage teaches a history that writes Voyager as playing a detrimental role in beginning their Great War with the Vaskans. The Doctor is the only living witness and sets the record straight, but the new ""facts"" give way to old tensions from the formerly warring races and the museum curator and The Doctor find themselves amidst violence and destruction instead of the peace and understanding they hoped for.",https://www.imdb.com/title/tt0708926,8.8,1441,4,23,VOY,1998
115,Star Trek: Voyager - Season 4 - 24,Demon,1998-05-06,"Desperate to replenish the ship's power resources, Voyager seeks out a deuterium signature on a class ""Y"" a.k.a. ""Demon Class"" planet. After nearly being lost, Paris and Kim are thought to be ""bioformed"" to the planet's atmosphere. Further investigation uncovers a strange life form which after making physical contact with the away team, has developed self-awareness and will do anything to keep it.",https://www.imdb.com/title/tt0708876,7.2,988,4,24,VOY,1998
116,Star Trek: Voyager - Season 4 - 25,One,1998-05-13,"An unavoidable poisonous nebula forces the entire crew into stasis chambers - all except the unaffected Doctor and Seven of Nine, who must fight her nearly life long ""collective"" mentality to handle being alone for over a month while combating ship-wide failures, a strange alien intruder, and her own fears of individuality and loneliness.",https://www.imdb.com/title/tt0708941,8.2,1085,4,25,VOY,1998
117,Star Trek: Voyager - Season 4 - 26,Hope and Fear,1998-05-20,"After a Starfleet rescue ship, the Dauntless, is located, an alien visitor interprets a damaged data stream from Starfleet Command. The ship features a novel ""slipstream"" drive that offers quick trip home to earth. After her initial delight is tempered by suspicion and Seven of Nine proposes to remain in the Delta Quadrant Captain Janeway re-interprets the message and accosts the alien whom takes her and Seven-of-Nine away on the Dauntless. He reveals that her assistance to the Borg against Species 8472 led to Borg domination of a large portion of the Delta Quadrant ...",https://www.imdb.com/title/tt0708908,8.2,1049,4,26,VOY,1998
118,Star Trek: Voyager - Season 5 - 1,Night,1998-10-14,"Crew morale hits an all-time low when Voyager must spend two years crossing an expanse devoid of any star systems or signs of life. As Captain Janeway is forced to reflect on the choice she made stranding her crew in the Delta Quadrant, little does she know, she will face a similar decision when Voyager ends up in the middle of a serious conflict.",https://www.imdb.com/title/tt0708936,7.8,1082,5,1,VOY,1998
119,Star Trek: Voyager - Season 5 - 2,Drone,1998-10-21,"Voyager is investigating the birth of a nebula. Unfortunately, after an away mission shuttle is caught in the blast, a transporter accident during the team evacuation causes the Doctor's mobile emitter to be infected with Seven's nanoprobes. The mobile emitter starts assimilating a science lab, and creates a new drone built upon the emitter's twenty-ninth century technology.",https://www.imdb.com/title/tt0708882,8.6,1380,5,2,VOY,1998
120,Star Trek: Voyager - Season 5 - 3,Extreme Risk,1998-10-28,"B'Elanna Torres secretly participates in several dangerous holodeck programs. The Voyager crew works around the clock to build the Delta Flyer, hoping to beat the Malon in retrieving a lost probe from the atmosphere of a gas giant.",https://www.imdb.com/title/tt0708890,6.9,978,5,3,VOY,1998
121,Star Trek: Voyager - Season 5 - 4,In the Flesh,1998-11-04,"The crew of Voyager discover a simulation of Starfleet Headquarters being run by Species 8472. With the aid of regular doses of drugs, Species 8472 are able to shape-shift into human form. It is up to Janeway to try to convince the aliens that Starfleet is not a threat to them.",https://www.imdb.com/title/tt0708912,7.9,1139,5,4,VOY,1998
122,Star Trek: Voyager - Season 5 - 5,Once Upon a Time,1998-11-11,"The Delta Flyer crash lands after encountering an ion storm. Voyager desperately tries to contact and rescue Tuvok, Paris, and a badly injured Ensign Samantha Wildman. Meanwhile aboard ship, Neelix attempts to distract young Naomi Wildman, who is eager to hear from her mother. Finding out the truth, Naomi escapes into a popular children's holo-novel.",https://www.imdb.com/title/tt0708940,6.4,1003,5,5,VOY,1998
123,Star Trek: Voyager - Season 5 - 6,Timeless,1998-11-18,"A miscalculation by Ensign Kim causes a fatal crash during Voyager's first test with slipstream travel. Fifteen years in the future, survivors Chakotay, Kim and The Doctor attempt to send a message back in time to prevent the tragedy.",https://www.imdb.com/title/tt0708997,8.8,1451,5,6,VOY,1998
124,Star Trek: Voyager - Season 5 - 7,Infinite Regress,1998-11-25,Voyager comes in contact with Borg technology which causes Seven of Nine to display multiple personalities.,https://www.imdb.com/title/tt0708913,7.7,1064,5,7,VOY,1998
125,Star Trek: Voyager - Season 5 - 8,Nothing Human,1998-12-02,"An injured cytoplasmic life-form attaches itself to Torres, tapping into her body like a parasite. Unsure of how to save his patient, The Doctor creates a holographic recreation of a non-humanoid exobiology specialist to consult the case. The consult is going well until Torres refuses treatment when it is made known the Cardassian specialist was responsible for tortuous experiments resulting in the deaths of thousands of Bajorans.",https://www.imdb.com/title/tt0708939,7.2,1020,5,8,VOY,1998
126,Star Trek: Voyager - Season 5 - 9,Thirty Days,1998-12-09,"In a letter to his father, Tom Paris tells the story of the events leading up to his demotion to Ensign and sentence to thirty days in Voyager's brig.",https://www.imdb.com/title/tt0708994,7.3,990,5,9,VOY,1998
127,Star Trek: Voyager - Season 5 - 10,Counterpoint,1998-12-16,Voyager passes through a sector of space controlled by race which is deeply suspicious of telepathic lifeforms. Tuvok and others force the Voyager crew to develop a novel approach in order to pass through safely.,https://www.imdb.com/title/tt0394909,8.0,1135,5,10,VOY,1998
128,Star Trek: Voyager - Season 5 - 11,Latent Image,1999-01-21,"The Doctor uncovers evidence his memory was erased 18 months ago. Nearly all traces of a crewman and a fateful away mission have been deleted by Captain Janeway. Confronted by The Doctor's need for answers and Seven of Nine's perspective on the rights of a hologram, Janeway restores the fatal truth about Ensign Jetal, The Doctor's choice that led to her death, and his resulting breakdown.",https://www.imdb.com/title/tt0708920,8.4,1197,5,11,VOY,1999
129,Star Trek: Voyager - Season 5 - 12,Bride of Chaotica!,1999-01-27,"While Tom Paris and Harry Kim are running an episode of their ""Captain Proton"" holodeck programs, Voyager gets caught in a layer of subspace. However, this layer or 'subspace sand bar' as it is nicknamed is home to a race of photonic aliens. There is one big problem: they are not able to detect Voyager or any carbon based life forms (humans). Instead they transport down on to the holodeck and start a war with Dr. Chaotica's Army of Evil. When Voyager detects internal weapons fire on the holodeck, Tom Paris and Tuvok are dispatched to find out what the problem is. When...",https://www.imdb.com/title/tt0708860,7.5,1160,5,12,VOY,1999
130,Star Trek: Voyager - Season 5 - 13,Gravity,1999-02-03,"A Voyager shuttle manned by Lt. Cmdr. Tuvok, Ensign Paris and The Doctor is pulled into a subspace gravity well and crashes on a Class ""D"" planet existing within it. With the shuttle too damaged to fly, the away team befriends Noss (guest star Lori Petty,) an alien woman who crashed on the planet several seasons before them. As weeks pass, the survivors grow close. Noss learns English and teaches Tuvok and Paris how to survive the other aliens and hunt for food. Noss finds herself in love with Tuvok, and frustrated that he will not allow his emotions to love her back....",https://www.imdb.com/title/tt0708905,7.4,1030,5,13,VOY,1999
131,Star Trek: Voyager - Season 5 - 14,Bliss,1999-02-10,"The Voyager crew discovers what seems to be a wormhole leading to the Alpha Quadrant and home. Images of Earth and letters from home elates the crew of Voyager. Seven, and others, however, are skeptical of this seeming deliverance.",https://www.imdb.com/title/tt0708857,7.8,1059,5,14,VOY,1999
132,Star Trek: Voyager - Season 5 - 15,"Dark Frontier, Part I",1999-02-17,"Members of the Voyager crew train on the holodeck for a raid on a Borg ship. Should they be successful, they will steal the Borg trans-warp coil in hopes of integrating the technology into Voyager's systems. The Borg seem to be one step ahead when the Borg Queen communicates with Seven of Nine.",https://www.imdb.com/title/tt0394910,8.5,1155,5,15,VOY,1999
133,Star Trek: Voyager - Season 5 - 16,"Dark Frontier, Part II",1999-02-17,"Janeway is confused but won't give up on her crewmate and friend. Two years after being liberated from the collective, Seven of Nine rejoins the Borg, seemingly of her own will. When Janeway finds a history of transmissions from the Borg to Seven, she is convinced that Seven was lured back against her wishes. Meanwhile, aboard the Borg sphere, the Borg Queen attempts to seduce Seven into helping her assimilate Earth.",https://www.imdb.com/title/tt0708872,8.5,1124,5,16,VOY,1999
134,Star Trek: Voyager - Season 5 - 17,The Disease,1999-02-24,"Voyager encounters a group of xenophobic nomads, in space for 400 years, with serious ship wide malfunctions. This offer to help leads to serious consequences. Straitlaced Ensign Kim gets entangled in a forbidden romance.",https://www.imdb.com/title/tt0708980,6.8,1003,5,17,VOY,1999
135,Star Trek: Voyager - Season 5 - 18,Course: Oblivion,1999-03-03,A slight respite seems to be in order but some mysterious force is affecting the very fabric of Voyager itself. To solve the mystery this crew must retrace their steps to see what went wrong.,https://www.imdb.com/title/tt0795288,7.7,1157,5,18,VOY,1999
136,Star Trek: Voyager - Season 5 - 19,The Fight,1999-03-24,"Voyager gets trapped in ""chaotic space,"" a kind of Bermuda Triangle, where sensors are useless and a straight line sends them running in circles. In an attempt to relay to Voyager that they are not welcome, the inhabitants of chaotic space activate a genetic defect in Commander Chakotay, who interprets the warnings and instructions in the form of hallucinations including his Grandfather and his boxing training at Starfleet Academy.",https://www.imdb.com/title/tt0708981,5.2,1040,5,19,VOY,1999
137,Star Trek: Voyager - Season 5 - 20,Think Tank,1999-03-31,"Voyager is sought after by the Hazari, unyielding bounty hunters of the delta-quadrant. While debating methods of escape, a group of problem-solvers offers their services in out-witting the Hazari. The group spokesman Kurros (guest star Jason Alexander) proposes a payment method to Janeway: one of Neelix's famed recipes, an artifact owned by Chakotay, and Seven of Nine herself.",https://www.imdb.com/title/tt0708993,7.7,1048,5,20,VOY,1999
138,Star Trek: Voyager - Season 5 - 21,Juggernaut,1999-04-26,"Voyager responds to a distress call of a heavily-damaged Malon freighter. Torres, Neelix, Chakotay, and the only 2 surviving Malon have 6 hours to stop a theta-radiation fallout which will destroy everything within a 3 light-year radius. The away-team must clear radiation section-by-section to reach the control room, and along the way they deal with unstable airlocks and the Vihaar, a Malon boogeyman who is more malicious than mythical.",https://www.imdb.com/title/tt0708919,6.9,904,5,21,VOY,1999
139,Star Trek: Voyager - Season 5 - 22,Someone to Watch Over Me,1999-04-28,"Voyager makes first contact with the Kadi, a ritualistic race with many social protocol. Seven takes the advice of the Captain and The Doctor gives her classes in dating. Neelix plays babysit-the-drunk when Tomin (guest star Scott Thompson,) the Kadi Ambassador turns from preacher to party animal. The Doctor finds himself falling for his student.",https://www.imdb.com/title/tt0708971,8.2,1173,5,22,VOY,1999
140,Star Trek: Voyager - Season 5 - 23,11:59,1999-05-05,"The crew of Voyager swap stories of family histories. Janeway is most proud of her ancestor Shannon O'Donnell, who has been celebrated by the Janeway clan for generations as an astronaut and pivotal member of The Millenium Gate and several Mars projects that followed. When research and history-buff Tom Paris prove the stories wrong, that O'Donnell wasn't the hero Janeway made her out to be, the crew points out that her inspiration made Janeway join Starfleet and that is an accomplishment in itself.",https://www.imdb.com/title/tt0708846,6.7,1033,5,23,VOY,1999
141,Star Trek: Voyager - Season 5 - 24,Relativity,1999-05-12,"When Voyager is destroyed, Captain Braxton of the 29th Century Timeship Relativity contacts Seven of Nine to travel back in time and discover who planted the 'temporal disruptor.' However, she must do this without being discovered by the past Janeway.",https://www.imdb.com/title/tt0708955,8.6,1238,5,24,VOY,1999
142,Star Trek: Voyager - Season 5 - 25,Warhead,1999-05-19,An alien weapon that possesses artificial intelligence links with the EMH program and begins to terrorize the crew.,https://www.imdb.com/title/tt0709009,7.2,936,5,25,VOY,1999
143,Star Trek: Voyager - Season 5 - 26,Equinox: Part I,1999-05-26,"Voyager encounters the Federation Starship Equinox, a Starfleet vessel trapped in the Delta Quadrant by the same alien who brought Voyager there. Equinox is heavily damaged and running with a skeleton crew. Happy to have found each other, Voyager assists Equinox in fighting off an non-humanoid alien race attacking them. But Equinox has earned the aliens hostility. Captain Ransom and his crew have been kidnapping and killing the aliens and using their unique physiology to enhance their warp drive. When Janeway imprisons the Equinox crew they stage a revolt. The Equinox...",https://www.imdb.com/title/tt0708887,8.5,1100,5,26,VOY,1999
144,Star Trek: Voyager - Season 6 - 1,Equinox: Part II,1999-09-22,"Temporarily shielded from the alien attack, Janeway orders that their first priority is to find the Equinox, stop Ransom and recover Seven of Nine. Chakotay disagrees but obeys. Voyager finds Equinox and captures a few of its crew members before they escape again. Chakotay stops Janeway within seconds of sacrificing the Equinox crewman and Janeway relieves him of duty. Meanwhile, the Equinox EMH, posing as Voyager's doctor, keeps in contact with Ransom. The Doctor, on-board the Equinox with his ethical subroutines disabled, performs surgery on Seven that will extract ...",https://www.imdb.com/title/tt0708888,8.3,1132,6,1,VOY,1999
145,Star Trek: Voyager - Season 6 - 2,Survival Instinct,1999-09-29,"Stardate 53049.2 Voyager docks at a space outpost filled with a variety of Delta Quadrant aliens. Eager for some culture exchange and friendly first contact, Captain Janeway grants shore leave to her crew and rolls out the welcome mat for visitors. Tuvok worries about security, Kim and Paris get drunk and start a fight, Naomi Wildman makes a lunch date with Seven. Despite a crowded ship, a few thefts, security breaches, and the gift of a plant (that bites!) all seems to be going well. Seven of Nine is approached by an alien who holds relics from her Borg days, actual ...",https://www.imdb.com/title/tt0708974,7.7,1013,6,2,VOY,1999
146,Star Trek: Voyager - Season 6 - 3,Barge of the Dead,1999-10-06,"When her shuttle crosses paths with an ion storm, B'Elanna Torres is severely injured and slips into a coma. She envisions Klingons killing her crew mates and her, and then finds herself on the Barge of the Dead traveling to Gre'thor, the Klingon version of hell. Just before the dream ends her Mother appears on board with the rest of the damned souls. When she regains consciousness in sickbay she experiences a crisis of faith. Despite the support of the friends B'Elanna is convinced that her Mother is dead and suffering dishonor because her daughter never embraced her...",https://www.imdb.com/title/tt0708852,6.4,1009,6,3,VOY,1999
147,Star Trek: Voyager - Season 6 - 4,Tinker Tenor Doctor Spy,1999-10-13,"The Doctor's experiment with daydreaming gets out of control when his program is compromised by an alien race. The aliens bully passing ships for supplies, but, before doing so, they first consult their command; The Hierarchy. One of the aliens mistakes the daydreams for reality, and gets permission to attack. Upon realizing his mistake, he offers to help Voyager, but only if they act out one of The Doctor's fantasies where he is in command of Voyager.",https://www.imdb.com/title/tt0708998,8.6,1306,6,4,VOY,1999
148,Star Trek: Voyager - Season 6 - 5,Alice,1999-10-20,"The crew discovers a space age junkyard near their course. Desperate for supplies Voyager finds an eager trader. After an exhaustive search of the ship and the junkyard a list of items developed for trade. Avid pilot Tom Paris notices a ""race car"" among the assemblage. Paris convinces Chakotay to acquire it to have an extra ""away"" ship. Paris begins cleaning and repairing and slowly becomes obsessed with this very unique space vessel.",https://www.imdb.com/title/tt0708847,6.5,973,6,5,VOY,1999
149,Star Trek: Voyager - Season 6 - 6,Riddles,1999-11-03,"Returning from an away mission, the Delta Flyer is boarded. Tuvok is assaulted by a cloaked alien from a xenophobic race called the Ba'Neth. Neurological damage leaves the once-disciplined, logical Vulcan with the mentality of a lost and scared child. With Neelix's help, Tuvok discovers new hobbies and embraces the concept of 'fun.'",https://www.imdb.com/title/tt0708964,7.5,989,6,6,VOY,1999
150,Star Trek: Voyager - Season 6 - 7,Dragon's Teeth,1999-11-10,"Voyager is pulled into a sub-space corridor, traveling 200 light-years until pushed out by the Turei who claim ownership of the labyrinth. After refusing to let the Turei wipe Voyager's computer of data regarding the corridors, the ship lands on a nearby planet. 900 years ago the population sought shelter from nuclear winter in stasis pods, intent on waking 5 years later. As Voyager helps the Vaadwaur rebuild, Neelix and Seven of Nine uncover historical data that the Vaadwaur were once ruthless conquerers in the Delta Quadrant. Uncovering the Vaadwaur plot to steal ...",https://www.imdb.com/title/tt0708879,7.7,993,6,7,VOY,1999
151,Star Trek: Voyager - Season 6 - 8,One Small Step,1999-11-17,"Voyager encounters a graviton ellipse, a phenomenon that emerges from subspace on rare occasions. The anomaly engulfed a manned vessel during a Mars mission in 2032 and Chakotay is determined to retrieve the debris from inside the ellipse. Chakotay, Paris and Seven take the Delta Flyer in, but when an asteroid strikes, Chakotay, obsessed with retrieving the module, disobeys Janeway's order to leave. The collision renders the Flyer flightless as the ellipse prepares to return to subspace.",https://www.imdb.com/title/tt0708942,7.8,1063,6,8,VOY,1999
152,Star Trek: Voyager - Season 6 - 9,The Voyager Conspiracy,1999-11-24,"Seven of Nine upgrades her Borg alcove to assimilate mass amounts of data in short periods of time. The data leads Seven to theorize several conspiracies aboard Voyager involving their presence in the Delta Quadrant as an intentional act. Voyager meets Tash, an alien far from home building a catapult capable of launching ships hundreds of light-years in an instant. As Seven assimilates inconclusive data, her paranoia and imagination fills in the gaps and plants the seed of doubt among the crew.",https://www.imdb.com/title/tt0708992,7.6,1020,6,9,VOY,1999
153,Star Trek: Voyager - Season 6 - 10,Pathfinder,1999-12-01,"On Earth, Barclay uses holograms to formulate a plan to open communications with Voyager.",https://www.imdb.com/title/tt0708944,8.5,1201,6,10,VOY,1999
154,Star Trek: Voyager - Season 6 - 11,Fair Haven,2000-01-12,"The crew of Voyager take part in Tom Paris' latest holodeck getaway: Fair Haven, an Irish coastal town of the early 20th century. The program is left open day and night as a morale booster while Voyager rides out a nucleogenic wavefront. Janeway gets close with Micheal Sullivan, a pub owner in Fair Haven. She adjusts his appearance, education, interests and personal life (""delete the wife"") to make him her perfect guy. After several special days together, Janeway realizes even though her love is real, he is not, and real loves you accept as they are. When Voyager hits...",https://www.imdb.com/title/tt0708893,6.3,1036,6,11,VOY,2000
155,Star Trek: Voyager - Season 6 - 12,Blink of an Eye,2000-01-19,"Voyager is trapped in orbit above a strange planet where time passes thousands of times faster than in the surrounding galaxy. As the population of the planet evolves Voyager becomes an integral part of their culture. Eventually they develop technology that allows them to send someone to the ""Sky Ship"".",https://www.imdb.com/title/tt0708856,9.1,1839,6,12,VOY,2000
156,Star Trek: Voyager - Season 6 - 13,Virtuoso,2000-01-26,The Doctor's singing talent is so appreciated by the Qomar that he is considering resigning his Starfleet commission and staying on with his millions of adoring fans.,https://www.imdb.com/title/tt0709006,7.3,1042,6,13,VOY,2000
157,Star Trek: Voyager - Season 6 - 14,Memorial,2000-02-02,Members of an away mission start dreaming about a species they have never seen before who are in a gruesome battle on an unknown planet.,https://www.imdb.com/title/tt0708930,7.1,969,6,14,VOY,2000
158,Star Trek: Voyager - Season 6 - 15,Tsunkatse,2000-02-09,Seven of Nine and Tuvok are kidnapped while on an away mission and Seven is forced to fight in their gladiator-like competition or Tuvok will not receive the medical attention that he requires.,https://www.imdb.com/title/tt0708999,7.2,1020,6,15,VOY,2000
159,Star Trek: Voyager - Season 6 - 16,Collective,2000-02-16,"Several Borg children abduct Chakotay, Kim, Neelix and Paris.",https://www.imdb.com/title/tt0708867,7.4,971,6,16,VOY,2000
160,Star Trek: Voyager - Season 6 - 17,Spirit Folk,2000-02-23,A revisit to the holographic town of Fair Haven proves dangerous for Paris and Kim as members of the program begin to see Voyager crew members change elements of the program before their eyes. The members of the program fear the voyager crew and think of them as bad spirits set to kill the town of Fair Haven.,https://www.imdb.com/title/tt0708972,6.3,971,6,17,VOY,2000
161,Star Trek: Voyager - Season 6 - 18,Ashes to Ashes,2000-03-01,"Three years ago, when Ensign Lyndsey Ballard died on an away mission, Voyager gave her a traditional burial in space. Her remains were recovered by the Kobali, a race that procreates by reanimating the corpses of other races and altering their DNA. When Lyndsey flees the Kobali and returns to Voyager, Janeway is skeptical but medical scans prove she is the real deal. While The Doctor can't make her human again, he alters her appearance to look like her old self and she tries to reintegrate herself with the crew. Also in this episode, Seven of Nine is frustrated to ...",https://www.imdb.com/title/tt0708850,7.1,980,6,18,VOY,2000
162,Star Trek: Voyager - Season 6 - 19,Child's Play,2000-03-08,"While Seven of Nine should be overjoyed when Icheb's parents are located, she does not believe them when told of the circumstances of his original assimilation.",https://www.imdb.com/title/tt0708864,7.7,981,6,19,VOY,2000
163,Star Trek: Voyager - Season 6 - 20,Good Shepherd,2000-03-15,"In Seven's assessment of ship-wide efficiency, she brings to the Captain's attention three 'black sheep' crewmen who have slipped through the cracks. Mortimer Harren (Jay Underwood) the overly-qualified underly-enthused engineer, Tal Celes has no confidence in herself and doesn't inspire it in others, and William Telfer the resident hypochondriac. Seeking to guide her strays back to the flock, Janeway orders them all to join her on an away mission to a class 'T' nebula in the Delta Flyer. Anxiety strikes when the know-it-all Harren gets sensor data very wrong, Tal is ...",https://www.imdb.com/title/tt0708904,7.3,970,6,20,VOY,2000
164,Star Trek: Voyager - Season 6 - 21,Live Fast and Prosper,2000-04-19,"The Voyager crew is the victim of identity theft. A clever trio of con artists claiming to be Janeway, Chakotay, and Tuvok are making trades all over the quadrant and giving Voyager a bad name. When they skip out on the bill, the collectors demand payment from the real Voyager. Once Janeway has her doppelganger in custody, Neelix 'accidently' lets her escape, allowing the real Captain run her own double-cross.",https://www.imdb.com/title/tt0708925,7.3,921,6,21,VOY,2000
